total dirs files folder_names file_names fo_and_fi_names repo_name
4 0.25 0.75 "test " "README.md package.json pretty-data.js " "README.md package.json pretty-data.js test " vkiryukhin_pretty-data
2 0.50 0.50 "assets " "index.html " "assets index.html " openflint_openflint
6 0.50 0.50 "images js styles " "README.md index.html page.md " "README.md images index.html js page.md styles " b3ll_BaseGitHubPage
1 0.00 1.00 "" "README.md " "README.md " qualityengineering_HomeWork
11 0.64 0.36 "characters common damage drops mats res slots " "LICENSE.md favicon.ico index.css index.html " "LICENSE.md characters common damage drops favicon.ico index.css index.html mats res slots " optc_optc
2 0.50 0.50 "fr " "README.txt " "README.txt fr " perl6_course
3 0.33 0.67 "static " ".gitignore index.html " ".gitignore index.html static " FOSSdirectory_FOSSdirectory
3 0.00 1.00 "" "README.md composer.json index.php " "README.md composer.json index.php " nella_framework
4 0.50 0.50 "spring-data-jpa-example spring-data-jpa-showcase " ".gitignore pom.xml " ".gitignore pom.xml spring-data-jpa-example spring-data-jpa-showcase " trecloux_spring-data-jpa-examples
6 0.00 1.00 "" "canvasmask.js centerblur.png index.html readme.md red-panda.jpg star.png " "canvasmask.js centerblur.png index.html readme.md red-panda.jpg star.png " codepo8_canvas-masking
3 0.33 0.67 "src " ".gitignore pom.xml " ".gitignore pom.xml src " rladstaetter_fhj
1 0.00 1.00 "" "README.md " "README.md " homogenius_docs
19 0.00 1.00 "" "BookstoreQ.xml XPath.xq XQuery.xq XSLT.txt countries.xml countries.xsd courses-ID.xml courses-ID.xsd courses-noID.xml courses-noID.xsd rating.sql rating_hw.txt rating_modification_hw.txt relational_algebra_hw.txt social.sql sql_social_network_hw.txt stanford xpath_countries_homework.txt xpath_coursecatalog_homework.txt " "BookstoreQ.xml XPath.xq XQuery.xq XSLT.txt countries.xml countries.xsd courses-ID.xml courses-ID.xsd courses-noID.xml courses-noID.xsd rating.sql rating_hw.txt rating_modification_hw.txt relational_algebra_hw.txt social.sql sql_social_network_hw.txt stanford xpath_countries_homework.txt xpath_coursecatalog_homework.txt " sumeetsk_dbclass
8 0.38 0.62 "bower_components css img " "LICENSE README.md bower.json favicon.ico index.html " "LICENSE README.md bower.json bower_components css favicon.ico img index.html " GoogleWebComponents_googlewebcomponents
33 0.15 0.85 "20 img 作业16 作业18播放器 网页 " "bootstrap.css carousel.html words.js 作业10.js 作业10测试.html 作业11todo.js 作业12.js 作业13.js 作业13测试.html 作业14.html 作业14.zip 作业15.html 作业15别人的.html 作业16.html 作业2.js 作业2要求.js 作业3.js 作业4.js 作业5.js 作业6.js 作业7.js 作业8.html 作业8.js 作业9.js 作业9测试.html 基础测试题.js 少杰carousel5.zip 风车.html " "20 bootstrap.css carousel.html img words.js 作业10.js 作业10测试.html 作业11todo.js 作业12.js 作业13.js 作业13测试.html 作业14.html 作业14.zip 作业15.html 作业15别人的.html 作业16.html 作业16 作业18播放器 作业2.js 作业2要求.js 作业3.js 作业4.js 作业5.js 作业6.js 作业7.js 作业8.html 作业8.js 作业9.js 作业9测试.html 基础测试题.js 少杰carousel5.zip 网页 风车.html " ShaojieLiu_homeWork
2 0.00 1.00 "" "SOUPTONUTS.md index.html " "SOUPTONUTS.md index.html " wehrley_wehrley
3 0.00 1.00 "" ".gitignore LICENSE README.md " ".gitignore LICENSE README.md " xapple_python_homework
11 0.27 0.73 "content output themes " ".gitignore Makefile README.md code_config.yaml develop_server.sh fabfile.py pelicanconf.py publishconf.py " ".gitignore Makefile README.md code_config.yaml content develop_server.sh fabfile.py output pelicanconf.py publishconf.py themes " douban-code_douban-code
2 0.00 1.00 "" "CNAME index.html " "CNAME index.html " brainwallet_brainwallet
3 0.00 1.00 "" ".gitattributes .gitignore readme.md " ".gitattributes .gitignore readme.md " netjungle_courseplay
3 0.33 0.67 "EmailManager " ".gitattributes .gitignore " ".gitattributes .gitignore EmailManager " adrianiurov_Homework
4 0.50 0.50 "en-US zh-CN " ".gitignore README.md " ".gitignore README.md en-US zh-CN " gopherchina_docs
3 0.33 0.67 "tasks " ".gitignore README.md " ".gitignore README.md tasks " zzeni_swift-academy-homeworks-archive
3 0.00 1.00 "" ".gitignore LICENSE README.md " ".gitignore LICENSE README.md " mqtt_mqtt
1 1.00 0.00 "profiles " "" "profiles " terere55_data
13 0.77 0.23 "2组  张胤 第0组 姜文 第1组 张镇 第4组 罗丹 第5组 郭圆圆 第7组 金敏华 第三组 佟超 第二组 第八组  王直 第六组-张杰 " ".gitignore 1.txt 在线学习 " ".gitignore 1.txt 2组  张胤 在线学习 第0组 姜文 第1组 张镇 第4组 罗丹 第5组 郭圆圆 第7组 金敏华 第三组 佟超 第二组 第八组  王直 第六组-张杰 " zhufengzhufeng_zhufeng_homework8
38 0.89 0.11 "aws-blog-agile-analytics-redshift aws-blog-analyzing-using-ipython-notebook aws-blog-athena-genomics aws-blog-bigtop-application-emr aws-blog-campanile aws-blog-datapipeline-etl-processing aws-blog-elasticsearch-cascading-commoncrawl aws-blog-end-to-end-emrencyrption aws-blog-event-driven-batch-analytics aws-blog-firehose-lambda-elasticsearch-near-real-time-discovery-platform aws-blog-firehose-lambda aws-blog-hbase-on-emr aws-blog-iot-athena-quicksight-bi aws-blog-jobserver-emr aws-blog-kinesis-beanstalk-workers aws-blog-kinesis-data-visualization aws-blog-kinesis-producer-library aws-blog-kinesis-storm-clickstream-app aws-blog-lambda-map-reduce-streaming aws-blog-machine-learning-with-spark aws-blog-multi-az-multi-region-redshift aws-blog-nodejs-on-emr aws-blog-real-time-clickstream aws-blog-real-time-in-memory-oltp-and-analytics-with-apache-ignite aws-blog-redshift-python-udf-tutorial aws-blog-s3-index-with-lambda-ddb aws-blog-spark-parquet-conversion aws-blog-sparkr-geospatial-analysis aws-blog-sparkstreaming-from-kafka aws-blog-sqoop aws-blog-strata2016 aws-blog-titan-graph-database aws-blog-vpc-toptalkers aws-blog-zeppelin-yarn-on-ec2 " ".gitignore LICENSE.txt README.md test " ".gitignore LICENSE.txt README.md aws-blog-agile-analytics-redshift aws-blog-analyzing-using-ipython-notebook aws-blog-athena-genomics aws-blog-bigtop-application-emr aws-blog-campanile aws-blog-datapipeline-etl-processing aws-blog-elasticsearch-cascading-commoncrawl aws-blog-end-to-end-emrencyrption aws-blog-event-driven-batch-analytics aws-blog-firehose-lambda-elasticsearch-near-real-time-discovery-platform aws-blog-firehose-lambda aws-blog-hbase-on-emr aws-blog-iot-athena-quicksight-bi aws-blog-jobserver-emr aws-blog-kinesis-beanstalk-workers aws-blog-kinesis-data-visualization aws-blog-kinesis-producer-library aws-blog-kinesis-storm-clickstream-app aws-blog-lambda-map-reduce-streaming aws-blog-machine-learning-with-spark aws-blog-multi-az-multi-region-redshift aws-blog-nodejs-on-emr aws-blog-real-time-clickstream aws-blog-real-time-in-memory-oltp-and-analytics-with-apache-ignite aws-blog-redshift-python-udf-tutorial aws-blog-s3-index-with-lambda-ddb aws-blog-spark-parquet-conversion aws-blog-sparkr-geospatial-analysis aws-blog-sparkstreaming-from-kafka aws-blog-sqoop aws-blog-strata2016 aws-blog-titan-graph-database aws-blog-vpc-toptalkers aws-blog-zeppelin-yarn-on-ec2 test " awslabs_aws-big-data-blog
2 0.50 0.50 "patches " "README.md " "README.md patches " linux-on-ibm-z_docs
9 0.67 0.33 "Apps Data-Science-Virtual-Machine Misc Modules Utilities VisualizationTools " ".gitattributes .gitignore CONTRIBUTING.MD " ".gitattributes .gitignore Apps CONTRIBUTING.MD Data-Science-Virtual-Machine Misc Modules Utilities VisualizationTools " Azure_Azure-MachineLearning-DataScience
6 0.33 0.67 "assets downloads " ".gitignore README.md favicon.ico index.html " ".gitignore README.md assets downloads favicon.ico index.html " h5bp_h5bp
5 0.40 0.60 "app gradle " "build.gradle gradle.properties settings.gradle " "app build.gradle gradle.properties gradle settings.gradle " IFMO-Android-2015_homework5
24 0.92 0.08 "Array-quchong CSS3-media Countdown ImgScroller Placeholder Viwepager arr-table checkbox_js dom-className file-upload form-validation huadong-tingkao jQuery lib lib2 lingdong-menu personal-hobbies random select-option shoufengqin shoujiyemian tab " "jquery-1.12.3.js underscore-min.js " "Array-quchong CSS3-media Countdown ImgScroller Placeholder Viwepager arr-table checkbox_js dom-className file-upload form-validation huadong-tingkao jQuery jquery-1.12.3.js lib lib2 lingdong-menu personal-hobbies random select-option shoufengqin shoujiyemian tab underscore-min.js " ZongXY_homework
4 0.00 1.00 "" "Readme.md example.xinetd fork_accept.c suggestions-for-running-a-ctf.markdown " "Readme.md example.xinetd fork_accept.c suggestions-for-running-a-ctf.markdown " pwning_docs
3 0.33 0.67 "mongodb " "CONCERNS.md README.md " "CONCERNS.md README.md mongodb " cwBerkeley_data
9 0.00 1.00 "" ".gitignore CNAME Makefile Readme.md foot.html head.html index.html package.json style.css " ".gitignore CNAME Makefile Readme.md foot.html head.html index.html package.json style.css " openopensource_openopensource
6 0.00 1.00 "" ".gitignore CNAME LICENSE README.md baggers-rh.js baggers.js " ".gitignore CNAME LICENSE README.md baggers-rh.js baggers.js " brownbaglunch_bblfr_data
13 0.31 0.69 ".github build dist sass " ".gitattributes .gitignore .npmignore README.md gulpfile.js index.html index.js license package.json " ".gitattributes .github .gitignore .npmignore README.md build dist gulpfile.js index.html index.js license package.json sass " qieguo2016_iconoo
3 0.33 0.67 "example " ".gitignore README.md " ".gitignore README.md example " ottypes_docs
10 0.10 0.90 "doc " ".gitignore HelloWorld.php README.md ShowHelloWorld.php articulo git documentacion.md index.php parametrosTracking.xml tao_del_programador.txt " ".gitignore HelloWorld.php README.md ShowHelloWorld.php articulo git doc documentacion.md index.php parametrosTracking.xml tao_del_programador.txt " ayusopatricia_gitHomework
8 0.25 0.75 "assets widgets " ".gitignore Gruntfile.js README.md config.rb index.html package.json " ".gitignore Gruntfile.js README.md assets config.rb index.html package.json widgets " hull_hull
16 0.62 0.38 "2组－－殷世琦 周末一组 孙正昕 第0组 xxx 第3组 罗椋 第4组  陶进波 第5组 王萌 第7组_刘晋锐 第一组 褚晓云 第八组-张书聪 第六组曹千捷 " ".gitignore .swp 2.html index.html index.txt npm-debug.log " ".gitignore .swp 2.html 2组－－殷世琦 index.html index.txt npm-debug.log 周末一组 孙正昕 第0组 xxx 第3组 罗椋 第4组  陶进波 第5组 王萌 第7组_刘晋锐 第一组 褚晓云 第八组-张书聪 第六组曹千捷 " zhufengzhufeng_zhufeng_homework7
6 0.67 0.33 "Conf Lang Meta Task " ".gitignore README.md " ".gitignore Conf Lang Meta README.md Task " acmeism_RosettaCodeData
32 0.06 0.94 "grep_sed_grep texlive " ".gitattributes .gitconfig .gitignore CUSTOM.DIC Eclipse_CodeFormatter.xml FileZilla.xml Flume-日志收集利器视频教程.txt J2eeList.txt Makefile.template PLLPS.md README.md README_TEMPLATE.md UnixFamily a.txt backup_160409_004003.reg browser.html duduvpn export_software_list.bat garbage_remove.bat mongodb.conf mvn_settings.xml new.vimrc openmpi-1.8.4_install.log profile profile.ps1 shengsiyuan.md streamingserver.naming-sql.xml ubuntu-14.04-codeblocks-default.conf userDefineLang_markdown.xml windows-8.1-codeblocks-default.conf " ".gitattributes .gitconfig .gitignore CUSTOM.DIC Eclipse_CodeFormatter.xml FileZilla.xml Flume-日志收集利器视频教程.txt J2eeList.txt Makefile.template PLLPS.md README.md README_TEMPLATE.md UnixFamily a.txt backup_160409_004003.reg browser.html duduvpn export_software_list.bat garbage_remove.bat grep_sed_grep mongodb.conf mvn_settings.xml new.vimrc openmpi-1.8.4_install.log profile profile.ps1 shengsiyuan.md streamingserver.naming-sql.xml texlive ubuntu-14.04-codeblocks-default.conf userDefineLang_markdown.xml windows-8.1-codeblocks-default.conf " jiangxincode_data
9 0.22 0.78 ".idea assets " "LICENSE.txt README.md README.txt RandomFoodsArray.js app.js hackthedot_jquery.html index.html " ".idea LICENSE.txt README.md README.txt RandomFoodsArray.js app.js assets hackthedot_jquery.html index.html " ch4_hackthedot_brunchbattle
3 0.33 0.67 "MyApplication " ".gitattributes .gitignore " ".gitattributes .gitignore MyApplication " TermLog_HomeWork
2 0.00 1.00 "" "README.md contributing.md " "README.md contributing.md " igorbarinov_awesome-data-engineering
1 0.00 1.00 "" "README.md " "README.md " astaxie_docs
5 0.20 0.80 "das_tutorial2016 " "AT-1995.pdf MOCRadaptingtesseract2.pdf PageLayoutAnalysisICDAR2.pdf tesseracticdar2007.pdf " "AT-1995.pdf MOCRadaptingtesseract2.pdf PageLayoutAnalysisICDAR2.pdf das_tutorial2016 tesseracticdar2007.pdf " tesseract-ocr_docs
2 1.00 0.00 "jQuery js " "" "jQuery js " zyj2016_homework
3 0.00 1.00 "" "LICENSE README.md index.html " "LICENSE README.md index.html " diafygi_webrtc-ips
4 0.00 1.00 "" ".last .prog helpers.h library.c " ".last .prog helpers.h library.c " likebanana_Homework
1 0.00 1.00 "" "tab.html " "tab.html " DariaShvydka_homework
26 0.77 0.23 "augmentedtree batcher bitarray btree cache common futures hashmap list mock numerics queue rangetree rtree set slice sort threadsafe tree trie " ".gitignore .travis.yml LICENSE README.md datastructures.go documentation.md " ".gitignore .travis.yml LICENSE README.md augmentedtree batcher bitarray btree cache common datastructures.go documentation.md futures hashmap list mock numerics queue rangetree rtree set slice sort threadsafe tree trie " Workiva_go-datastructures
23 0.61 0.39 "asio debian doc extra linux m4 mac man msw po portaudio portmidi src tcl " ".gitignore .travis.yml INSTALL.txt LICENSE.txt Makefile.am README.txt autogen.sh configure.ac pd.pc.in " ".gitignore .travis.yml INSTALL.txt LICENSE.txt Makefile.am README.txt asio autogen.sh configure.ac debian doc extra linux m4 mac man msw pd.pc.in po portaudio portmidi src tcl " pure-data_pure-data
3 0.00 1.00 "" "LICENSE README.md index.html " "LICENSE README.md index.html " diafygi_webcrypto-examples
7 0.14 0.86 "img " "AUTHORS.md Bootflat UI Kit.sketch CHANGELOG.md CONTRIBUTORS.md LICENSE README.md " "AUTHORS.md Bootflat UI Kit.sketch CHANGELOG.md CONTRIBUTORS.md LICENSE README.md img " teracyhq_bootflat-ui-kit-sketch
1 0.00 1.00 "" "index.html " "index.html " statement-on-lambdaconf_statement-on-lambdaconf
3 0.33 0.67 "pics " "LICENSE README.md " "LICENSE README.md pics " blindmotion_docs
8 0.50 0.50 "springdata-jpa springdata-mongodb springdata-neo4j springdata-redis " ".gitignore .travis.yml README.md pom.xml " ".gitignore .travis.yml README.md pom.xml springdata-jpa springdata-mongodb springdata-neo4j springdata-redis " ttrelle_spring-data-examples
3 0.33 0.67 "images " "README.md index.html " "README.md images index.html " emdninja_homeworkexample
5 0.20 0.80 "assets " ".gitignore 01-8bitstart.md 02-applyingelectrodes.md README.md " ".gitignore 01-8bitstart.md 02-applyingelectrodes.md README.md assets " palaa159_Docs
6 0.33 0.67 "node_modules public " ".DS_Store README.md app.js package.json " ".DS_Store README.md app.js node_modules package.json public " mliu_quintus-tag
4 0.50 0.50 "cantonese edbchinese " ".gitignore README.md " ".gitignore README.md cantonese edbchinese " libcantonese_data
13 1.00 0.00 "Huffman tree Trie Tree linux下编译的 二叉排序树 二叉树 单链表 各种排序 哈希表 图的遍历 数组循环移位 模式匹配 BF—KMP 链式栈 链式队列 " "" "Huffman tree Trie Tree linux下编译的 二叉排序树 二叉树 单链表 各种排序 哈希表 图的遍历 数组循环移位 模式匹配 BF—KMP 链式栈 链式队列 " mmc-maodun_Data-Structure-And-Algorithm
1 0.00 1.00 "" "hello_dear.txt " "hello_dear.txt " Mari4ka89_Homework
6 0.33 0.67 "data_analysis dump " ".gitignore LICENSE README.md requirements.txt " ".gitignore LICENSE README.md data_analysis dump requirements.txt " dongweiming_data-analysis
9 0.33 0.67 "complete initial test " ".gitignore .travis.yml CONTRIBUTING.adoc LICENSE.code.txt LICENSE.writing.txt README.adoc " ".gitignore .travis.yml CONTRIBUTING.adoc LICENSE.code.txt LICENSE.writing.txt README.adoc complete initial test " spring-guides_gs-accessing-data-jpa
9 0.11 0.89 "views " ".test.rb.swp and_now_it_passes.txt error_message.txt giles_innocent.rb giles_test.rb latest_errors.txt sinatra_time.rb test.rb " ".test.rb.swp and_now_it_passes.txt error_message.txt giles_innocent.rb giles_test.rb latest_errors.txt sinatra_time.rb test.rb views " anteaya_homework
17 0.53 0.47 "build css descriptors docs examples images js old-tests test " ".gitignore Authors.txt Contributing.md Issue_template.txt Readme.md license-mit.txt license.txt package.json " ".gitignore Authors.txt Contributing.md Issue_template.txt Readme.md build css descriptors docs examples images js license-mit.txt license.txt old-tests package.json test " DataTables_DataTablesSrc
9 0.22 0.78 "__test__ src " ".eslintrc .gitignore .npmignore .travis.yml .zuul.yml README.md package.json " ".eslintrc .gitignore .npmignore .travis.yml .zuul.yml README.md __test__ package.json src " laurelandwolf_data
4 0.00 1.00 "" "README.txt afeld.md dyngovmite.md madcalf.md " "README.txt afeld.md dyngovmite.md madcalf.md " afeldtest_homework
1 1.00 0.00 "homework_one " "" "homework_one " CHEN-Q95_homework
3 0.33 0.67 "mdn " "LICENSE.md README.md " "LICENSE.md README.md mdn " iandevlin_iandevlin
12 0.25 0.75 "_includes _layouts _posts " ".DS_Store .gitignore CNAME Javaheap.pdf README _config.yml class文件结构 hhhh index.html " ".DS_Store .gitignore CNAME Javaheap.pdf README _config.yml _includes _layouts _posts class文件结构 hhhh index.html " xulingbo_xulingbo
13 0.38 0.62 "app examples lib spec vendor " ".gitignore .kick Gemfile Gemfile.lock README.md Rakefile TODO motion_data.gemspec " ".gitignore .kick Gemfile Gemfile.lock README.md Rakefile TODO app examples lib motion_data.gemspec spec vendor " alloy_MotionData
7 0.43 0.57 ".openshift github misc " ".gitignore LICENSE.md README.md requirements.txt " ".gitignore .openshift LICENSE.md README.md github misc requirements.txt " cloudaice_simple-data
14 0.14 0.86 "images scale " "LICENSE README.md about.js goomyclicker.css goomyclicker.js index.html items.js jquery.js recalc.js saveload.js scale.js sprintf.min.js " "LICENSE README.md about.js goomyclicker.css goomyclicker.js images index.html items.js jquery.js recalc.js saveload.js scale.js scale sprintf.min.js " joezeng_goomyclicker
11 0.82 0.18 "criteria-api custom-method-all-repos custom-method-single-repo integration-testing query-methods querydsl-multi-module querydsl tutorial-part-eight tutorial-part-seven " ".gitignore README.md " ".gitignore README.md criteria-api custom-method-all-repos custom-method-single-repo integration-testing query-methods querydsl-multi-module querydsl tutorial-part-eight tutorial-part-seven " pkainulainen_spring-data-jpa-examples
8 0.50 0.50 "images javascripts scans stylesheets " "README.md index.html params.json rewrite_history.sh " "README.md images index.html javascripts params.json rewrite_history.sh scans stylesheets " nknetobserver_nknetobserver
2 0.00 1.00 "" "index.html main.css " "index.html main.css " eveperalta_homework
7 0.57 0.43 "Binaries IodineGBA user_css user_scripts " "README.md index.html launcher.html " "Binaries IodineGBA README.md index.html launcher.html user_css user_scripts " walsh_gba
5 0.00 1.00 "" "ClusterData2011_2.md ETAExplorationTraces.md README.md TraceVersion1.md bibliography.bib " "ClusterData2011_2.md ETAExplorationTraces.md README.md TraceVersion1.md bibliography.bib " google_cluster-data
3 0.00 1.00 "" "README.md all_of_the_other_commands.sql create_url_shortener_database.sql " "README.md all_of_the_other_commands.sql create_url_shortener_database.sql " ems2141_introduction_to_sql_homework
1 0.00 1.00 "" "README.md " "README.md " handsontable_docs
9 0.56 0.44 "demo doc pdf ppt soft " ".project README.md index.html 新建文本文档.txt " ".project README.md demo doc index.html pdf ppt soft 新建文本文档.txt " zptcsoft_zptcsoft
5 0.40 0.60 "部门管理 项目管理 " ".gitignore HEAD SVN目录管理说明.txt " ".gitignore HEAD SVN目录管理说明.txt 部门管理 项目管理 " yanghongwang_doc
4 0.50 0.50 "images styles " "404.html index.html " "404.html images index.html styles " amcss_amcss
2 0.00 1.00 "" "README ngacharts.sql " "README ngacharts.sql " ngacharts_data
9 0.67 0.33 "bin db pic public routes views " ".gitignore app.js package.json " ".gitignore app.js bin db package.json pic public routes views " Force-Wj_homework
4 0.75 0.25 "gulp-basics products-by-types responsive_design " ".gitignore " ".gitignore gulp-basics products-by-types responsive_design " amiskov_homeworks
9 0.78 0.22 "analyze data filter pics results term_lists viz " "LICENSE README " "LICENSE README analyze data filter pics results term_lists viz " TransparencyToolkit_ICWATCH-Data
2 0.50 0.50 "goodbye-sourceforge " "index.html " "goodbye-sourceforge index.html " helb_helb
5 0.00 1.00 "" ".gitignore 11.1作业.md LICENSE 第一次作业.md 第二次作业.md " ".gitignore 11.1作业.md LICENSE 第一次作业.md 第二次作业.md " TestSix_homework
3 0.33 0.67 "web " ".gitattributes .gitignore " ".gitattributes .gitignore web " wanquanxiaowai_homework
5 0.20 0.80 "Samples " ".gitignore CONTRIBUTING.md LICENSE.txt README.md " ".gitignore CONTRIBUTING.md LICENSE.txt README.md Samples " Azure_Azure-DataFactory
2 0.50 0.50 "v1 " "README.md " "README.md v1 " dvajs_dva-docs
7 0.57 0.43 "analyze data nmfv1_4 results " ".gitignore README.md nmf.m " ".gitignore README.md analyze data nmf.m nmfv1_4 results " jmcohen_taste
8 0.50 0.50 "database docs prototypes scaffolds " ".gitignore LICENSE README.md makefile.sh " ".gitignore LICENSE README.md database docs makefile.sh prototypes scaffolds " Lab41_gestalt
1 0.00 1.00 "" "README.md " "README.md " NTHU-EE-CV-2014-Fall_homework0
